title,release_year,budget,revenue,runtime,mpaa_rating_numeric,director_score,cast_score,genre_war,genre_western,genre_sci-fi,genre_biography,genre_musical,genre_thriller,genre_mystery,genre_news,genre_sport,genre_animation,genre_adventure,genre_family,genre_crime,genre_music,genre_romance,genre_history,genre_fantasy,genre_drama,genre_horror,genre_action,genre_comedy,genre_documentary
Still Alice,2014,5000000,44779195,100,3,7.5,8.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
The Hundred-Foot Journey,2014,22000000,89500000,122,2,6.7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
If I Stay,2014,11000000,78300000,106,3,6.7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
Into the Storm,2014,50000000,160600000,89,3,5.8,3.9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
Dracula Untold,2014,70000000,217124280,92,3,6.2,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
Selma,2014,20000000,66787908,127,3,6.1,5.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
A Most Violent Year,2014,20000000,12007070,124,4,7,8,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Boyhood,2014,4000000,48137666,166,4,7.2,8.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Tusk,2014,3000000,1882074,105,4,6.6,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
The Signal,2014,4000000,2665322,97,3,6,3.8,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
The Boxtrolls,2014,60000000,108255770,97,2,6.8,5.7,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
The Nut Job,2014,42000000,122500000,85,2,5.7,5.8,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
Into the Woods,2014,50000000,212902372,125,2,6.7,8.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
What We Do in the Shadows,2014,1600000,6300000,86,4,7.6,4.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
The Monuments Men,2014,70000000,154984035,118,3,6.6,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Mommy,2014,4900000,3494070,138,4,7,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Alexander and the Terrible, Horrible, No Good, Very Bad Day",2014,28000000,100654149,81,2,6.1,6.3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
Big Eyes,2014,10000000,28900000,106,3,6.9,7.8,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
St. Vincent,2014,13000000,54837234,102,3,7.5,6.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
[REC]⁴ Apocalypse,2014,3000000,4915757,95,4,5.7,3.3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
Muppets Most Wanted,2014,50000000,80400000,107,2,6.4,4.7,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
I Origins,2014,1000000,481234,106,4,7.1,4.7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
The Legend of Hercules,2014,70000000,61279452,99,3,5.8,2.7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
Cake,2014,7000000,2360281,102,4,6,5.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Third Person,2014,28000000,1749201,137,4,7.1,7.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Sabotage,2014,35000000,22126842,110,4,6.7,6.2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
Top Five,2014,12000000,26117471,102,4,6.4,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Foxcatcher,2014,24000000,12096300,134,4,7.3,8.4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
Kill the Messenger,2014,5000000,5200000,112,4,6.9,5.5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
The Homesman,2014,16000000,3442853,122,4,7,6.3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Tammy,2014,20000000,100500000,97,4,5.2,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
A Most Wanted Man,2014,15000000,31554855,121,4,7.2,7.3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Joe,2014,4000000,2431443,118,4,6.1,5.7,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Magic in the Moonlight,2014,16800000,51029361,98,3,7.2,9.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
Think Like a Man Too,2014,24000000,70181428,105,3,5.8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
The Woman in Black 2: Angel of Death,2014,15000000,48854305,98,3,4.8,3.3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
The Salvation,2014,10500000,1363964,92,4,6.7,4.7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Leviathan,2014,4000000,4396821,141,4,7.6,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Blue Ruin,2014,420000,993313,91,4,7,4.2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
The Good Lie,2014,20000000,3396345,110,3,7.4,4.9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
The Water Diviner,2014,22500000,15520023,112,4,7,6.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
Locke,2014,2000000,4635300,85,4,6.2,8.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
That Awkward Moment,2014,8000000,45600000,94,4,6.6,6.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Clouds of Sils Maria,2014,6600000,1851517,124,4,6.7,7.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
The Skeleton Twins,2014,1000000,5300000,92,4,6.8,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
Infinitely Polar Bear,2014,6700000,1430655,87,4,6.9,6.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
Legends of Oz: Dorothy's Return,2014,70000000,18662027,88,2,4.9,3.8,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
The Rover,2014,12250000,2510007,103,4,6.8,7.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
The Grand Seduction,2014,12700000,3430018,112,3,7,5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
The Connection,2014,26000000,190980,135,4,7.1,5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
Get on Up,2014,30000000,33448971,139,3,6.8,5.1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Jersey Boys,2014,40000000,67347013,134,4,7.2,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Maps to the Stars,2014,15000000,4510000,112,4,6.7,8.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Earth to Echo,2014,13000000,45300000,89,2,5.7,3.4,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Beyond the Lights,2014,7000000,14600000,116,3,7,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
Laggies,2014,5000000,2379154,100,4,6.6,7.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
Frank,2014,1000000,1897363,95,4,7.5,7.3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
Rudderless,2014,5000000,58293,105,4,7.4,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
Million Dollar Arm,2014,25000000,38307627,124,2,7.1,4.5,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"Two Days, One Night",2014,7000000,9016922,95,3,7.3,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Afflicted,2014,318000,121179,85,4,6.2,3.6,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Yves Saint Laurent,2014,12000000,21026290,106,4,6.2,3.8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
The Last Five Years,2014,3500000,292092,94,3,6.8,4.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Elsa & Fred,2014,10000000,285863,97,3,7.1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
Dear White People,2014,1000000,4404154,108,4,6.2,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
The Disappearance of Eleanor Rigby: Them,2014,3000000,1448076,119,4,6.3,8.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Miss Julie,2014,5500000,5000000,130,3,5.5,8.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Decoding Annie Parker,2014,2000000,60048,91,4,6.2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Aloft,2014,8000000,53086,112,4,5.3,7.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Black or White,2014,9000000,21571189,121,3,6.7,6.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Cesar Chavez,2014,10000000,5571497,102,3,6.4,4.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
White God,2014,2200000,616277,121,4,6.8,4,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
My Old Lady,2014,5000000,7527232,107,3,6.4,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
The Damned,2014,3000000,5758519,87,4,5.2,3.1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Saving Christmas,2014,500000,2800000,79,2,1.3,1.1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
Old Fashioned,2014,600000,1914090,115,3,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Fifty Shades of Grey,2015,40000000,569651467,125,4,5.6,3.8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Sicario,2015,30000000,84997446,122,4,8.1,9.4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
The Intern,2015,35000000,194564672,121,3,6.8,9.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Cinderella,2015,95000000,543514353,105,2,6.8,8.1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
The Hunger Games: Mockingjay - Part 2,2015,160000000,653428261,137,3,6.9,6.9,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Creed,2015,37000000,173600000,133,3,7.2,6.4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
Kingsman: The Secret Service,2015,81000000,414351546,129,4,7.3,7.6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
Mad Max: Fury Road,2015,150000000,378858340,121,4,6.6,10.5,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Furious 7,2015,190000000,1515400000,137,3,6.9,5.9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Inside Out,2015,175000000,857611174,95,2,8.1,6.1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
Star Wars: The Force Awakens,2015,245000000,2068223624,136,3,7.3,6.8,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Ted 2,2015,68000000,215863606,115,4,6.6,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Mission: Impossible - Rogue Nation,2015,150000000,682716636,131,3,7.4,9.6,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Ex Machina,2015,15000000,36869414,108,4,6.9,7.2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Jurassic World,2015,150000000,1671537444,124,3,6.5,6.1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
San Andreas,2015,110000000,473990832,114,3,5.4,4.6,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
The Big Short,2015,28000000,133346506,131,4,7,12.8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
The Martian,2015,108000000,631058917,141,3,7.1,11.4,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Ant-Man,2015,130000000,519311965,117,3,6.5,5.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
Avengers: Age of Ultron,2015,365000000,1405403694,141,3,7.7,9.8,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
The Revenant,2015,135000000,532950503,157,4,7.8,13.4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
Tomorrowland,2015,190000000,209200000,130,2,7.6,7.3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
Jupiter Ascending,2015,176000000,184000000,127,3,6.7,5.9,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
The Lobster,2015,4000000,15700000,119,4,7.2,7.9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Maze Runner: The Scorch Trials,2015,61000000,312296056,131,3,6.7,3.8,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Pitch Perfect 2,2015,29000000,287144079,115,3,5.4,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
The Good Dinosaur,2015,175000000,332207671,93,2,6.8,8,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
It Follows,2015,2300000,23374076,101,4,6.6,4.4,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
The Hateful Eight,2015,44000000,155760117,188,4,8.1,7.1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Insurgent,2015,110000000,297002527,119,3,6.5,5.5,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Legend,2015,25000000,42972994,132,4,7.1,6.8,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Spectre,2015,245000000,880707597,148,3,7.4,6.5,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Spy,2015,65000000,235666219,120,4,6.6,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
The SpongeBob Movie: Sponge Out of Water,2015,74000000,311594032,93,2,6,5.1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
Pixels,2015,88000000,244900000,106,3,6.7,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
Hotel Transylvania 2,2015,80000000,473200000,89,2,6.6,5.5,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
Straight Outta Compton,2015,28000000,201634991,147,4,6.8,4.8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
Minions,2015,74000000,1159457503,91,2,6.4,8.5,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
Home,2015,135000000,368871007,94,2,6.6,4.1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
Brooklyn,2015,11000000,62076141,111,3,7.2,6.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Spotlight,2015,20000000,98690254,129,4,7.6,10.2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Bridge of Spies,2015,40000000,165478348,141,3,7.5,8.9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
The Little Prince,2015,64000000,97571250,108,2,7.6,6.7,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
Insidious: Chapter 3,2015,10000000,120453155,97,3,6.9,4.2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Steve Jobs,2015,30000000,34400000,122,4,7.2,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
The Man from U.N.C.L.E.,2015,75000000,108100000,116,3,7.2,6.1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
Fantastic Four,2015,120000000,167977596,100,3,5.6,6.6,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
The Age of Adaline,2015,25000000,65663276,112,3,7.2,6.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0
Point Break,2015,105000000,133782481,114,3,5.3,4.7,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
Alvin and the Chipmunks: The Road Chip,2015,90000000,233755553,92,2,5.4,3.4,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
The Visit,2015,5000000,98450062,94,3,6.2,4.3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Daddy's Home,2015,50000000,242786137,96,3,6.3,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
The Longest Ride,2015,34000000,63013281,128,3,7.2,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
Carol,2015,11800000,40272135,118,4,6.9,9.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
In the Heart of the Sea,2015,100000000,93900000,122,3,7,8.1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
The Wedding Ringer,2015,23000000,79799880,101,4,6.6,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
The Peanuts Movie,2015,99000000,246233113,88,1,6.8,4.1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
Vacation,2015,31000000,104400000,99,4,6.8,3.8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Blackhat,2015,70000000,17752940,133,4,6.9,5.7,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
The Gift,2015,5000000,58978653,108,4,7,6.2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Joy,2015,60000000,101134059,124,3,7,11.8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Eye in the Sky,2015,13000000,18704595,102,4,6.8,5.3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Room,2015,13000000,35401758,118,4,7.5,6.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Crimson Peak,2015,55000000,74700000,118,4,6.9,6.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
The DUFF,2015,8500000,43528634,100,3,6.4,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Paul Blart: Mall Cop 2,2015,38000000,107597242,94,2,5.6,3.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0
Poltergeist,2015,35000000,95682614,93,3,5.8,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
The Danish Girl,2015,15000000,64200000,119,4,6.4,5.9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Paranormal Activity: The Ghost Dimension,2015,10000000,78903124,87,4,4.6,2.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Everest,2015,55000000,203427584,121,3,7.1,4.3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
No Escape,2015,5000000,54400000,103,4,6.5,5.2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Burnt,2015,20000000,36606743,100,4,6.8,7.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Sinister 2,2015,10000000,53329150,97,4,5.3,3.5,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Trainwreck,2015,35000000,140795793,125,4,6.7,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
Shaun the Sheep Movie,2015,25000000,106209378,85,2,7.3,4.3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
Krampus,2015,15000000,61800000,98,3,6.1,5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
Secret in Their Eyes,2015,19500000,34854990,111,3,6.8,8.9,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Maggie,2015,4000000,187112,95,3,5.6,4.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Magic Mike XXL,2015,14800000,117800000,115,4,5.6,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
The Wave,2015,5904067,12975143,104,4,6.6,3.9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Dope,2015,7000000,17986781,103,4,6.9,5.4,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
The Boy Next Door,2015,4000000,52425855,91,4,6,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mortdecai,2015,60000000,47318560,107,4,6.4,9.1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
Black Mass,2015,53000000,99975678,123,4,7,7.4,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
99 Homes,2015,8000000,1411927,112,4,7.1,7.3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Dragon Blade,2015,65000000,121545703,127,4,5.9,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
Tangerine,2015,100000,925000,87,4,7.3,4.4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
Anomalisa,2015,8000000,5700000,91,4,7.2,5.3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
Hardcore Henry,2015,2000000,16810562,96,4,7,4.7,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Tale of Tales,2015,12000000,5500277,134,4,6.4,5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
The 33,2015,25000000,24900000,120,3,6.5,6.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
Youth,2015,13360000,2000000,125,4,7,7.6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
Colonia,2015,14000000,3621046,106,4,7,6.3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
Concussion,2015,35000000,50400000,123,3,7.1,6.7,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Suffragette,2015,14000000,16002420,106,3,6.9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
Strange Magic,2015,100000000,13603453,99,2,5.8,4.1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
Aloha,2015,37000000,26250020,105,3,6.9,11.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
The Diary of a Teenage Girl,2015,2000000,1477002,103,4,6.5,5.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
Far from the Madding Crowd,2015,14500000,30300000,119,3,7.8,7.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Paper Towns,2015,12000000,85500000,109,3,6.6,3.9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
Victor Frankenstein,2015,40000000,34200000,109,3,6.6,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Trumbo,2015,15000000,8235661,124,4,6.7,6.4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
The Walk,2015,35000000,61181942,123,2,7.2,6.6,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Ip Man 3,2015,36000000,157000000,105,3,7.3,4.7,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
Regression,2015,20000000,17671101,106,4,7.1,8,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Pawn Sacrifice,2015,19000000,5600000,115,3,7.2,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
The Perfect Guy,2015,12000000,60273173,100,3,5.6,3.9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Do You Believe?,2015,2300000,14410698,115,3,6.1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Son of Saul,2015,1000000,1777043,107,4,6.8,5.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
