title,release_year,budget,revenue,runtime,mpaa_rating_numeric,director_score,cast_score,genre_war,genre_western,genre_sci-fi,genre_biography,genre_musical,genre_thriller,genre_mystery,genre_news,genre_sport,genre_animation,genre_adventure,genre_family,genre_crime,genre_music,genre_romance,genre_history,genre_fantasy,genre_drama,genre_horror,genre_action,genre_comedy,genre_documentary
The Dark Crystal,1982,15000000,40600000,93,2,7.1,4.3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
Tron,1982,17000000,33000000,96,2,6.7,5.2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
E.T. the Extra-Terrestrial,1982,10500000,792965500,115,2,7.5,5.2,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
48 Hrs.,1982,12000000,78868508,96,4,6.3,5.4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0
Blade Runner,1982,28000000,41722424,118,4,7.1,6.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Rocky III,1982,17000000,269952898,99,2,6.7,5.2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Gandhi,1982,22000000,77737889,191,2,7.6,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
First Blood,1982,15000000,125212904,93,4,7.7,4.7,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
The Secret of NIMH,1982,7000000,14665733,83,1,7,4.3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
Poltergeist,1982,10700000,122200000,114,2,6.7,4.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Annie,1982,35000000,57063861,127,2,6.6,4.3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
The Entity,1982,9000000,13277558,125,4,5.2,4.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
The King of Comedy,1982,19000000,2536000,109,2,7.6,7.9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
Star Trek II: The Wrath of Khan,1982,12000000,96594943,112,2,7.4,4.4,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
The Verdict,1982,16000000,53977250,129,4,7.1,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Tootsie,1982,21000000,177200000,116,2,6.8,5.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
Fast Times at Ridgemont High,1982,4500000,27100000,90,4,6.5,7.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Halloween III: Season of the Witch,1982,2500000,14400000,99,4,5.2,3.5,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Pink Floyd: The Wall,1982,12000000,22244207,95,4,7.3,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
Night Shift,1982,8100000,21095683,106,4,7,5.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Fanny and Alexander,1982,6000000,6800000,188,4,8.1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
The Year of Living Dangerously,1982,6000000,1300000,115,2,7.3,6.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
The Beastmaster,1982,8000000,14056528,118,2,6.5,3.9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
Sophie's Choice,1982,12000000,30036166,151,4,7.2,7.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Victor/Victoria,1982,15000000,28215453,134,2,7.1,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
The Man from Snowy River,1982,3500000,20659423,104,2,6.6,4.1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
Frances,1982,8000000,5000000,140,4,7.2,4.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
The Sword and the Sorcerer,1982,4000000,39103425,100,4,5.5,3.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
Diner,1982,5000000,14100000,110,4,6.9,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
The World According to Garp,1982,17000000,29712172,136,4,7.2,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
My Favorite Year,1982,7900000,20123620,92,2,6.4,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
The Pirate Movie,1982,5900000,7983086,105,2,5.4,3.3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Return of the Jedi,1983,32350000,572700000,132,2,8.3,8.1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
The Dead Zone,1983,10000000,20766616,103,4,6.7,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Trading Places,1983,15000000,90404800,116,4,7.5,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Superman III,1983,39000000,80200000,125,2,5.9,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
Cujo,1983,5000000,21200000,93,4,6.1,3.7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Never Say Never Again,1983,36000000,160000000,134,2,7,4.8,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Octopussy,1983,27500000,187500000,131,2,6.6,4,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
The Outsiders,1983,10000000,33697647,91,2,6.8,4.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Twilight Zone: The Movie,1983,10000000,29450920,102,2,6.6,4.9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Terms of Endearment,1983,8000000,108423749,132,2,7.2,6.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Flashdance,1983,7000000,201500000,95,4,6.7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
Videodrome,1983,5952000,2120439,88,4,6.7,4.4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
A Christmas Story,1983,3300000,20700000,93,2,5.2,4.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
WarGames,1983,12000000,124600000,114,2,6.7,4.6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Krull,1983,27000000,16916617,121,2,6.9,3.6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
Local Hero,1983,4200000,5900000,111,2,7.3,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
The Big Chill,1983,8000000,56342711,105,4,7,5.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Monty Python's The Meaning of Life,1983,9000000,15000000,107,4,7.5,4.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Rumble Fish,1983,10000000,2494480,94,4,6.8,5.3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
Blue Thunder,1983,22000000,42313354,110,4,6.7,4.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
The Right Stuff,1983,27000000,21500000,193,2,7.2,7.6,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Chained Heat,1983,1250000,6149983,99,4,5,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
Yentl,1983,12000000,30400000,132,2,6.7,4.2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Silkwood,1983,10000000,35600000,131,4,6.8,7.3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
Tender Mercies,1983,4500000,8400000,92,2,7,4.7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Brainstorm,1983,18000000,10219460,106,2,6.4,4.7,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Testament,1983,1500000,2044892,90,2,6.9,4.3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Something Wicked This Way Comes,1983,20000000,8400000,95,2,6.7,3.9,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Stroker Ace,1983,14000000,11400000,94,2,5.6,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
The Karate Kid,1984,8000000,130442786,126,2,7.2,4.4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
Once Upon a Time in America,1984,30000000,5500000,229,4,8.3,8.2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Nausicaä of the Valley of the Wind,1984,1000000,9016411,117,2,8,4.6,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
A Nightmare on Elm Street,1984,1800000,57004513,91,4,6.5,6.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Indiana Jones and the Temple of Doom,1984,28000000,333000000,118,2,7.5,6.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Dune,1984,40000000,30982607,137,3,7.4,4.8,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"Paris, Texas",1984,1750000,2181987,145,4,7.2,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Amadeus,1984,18000000,90007557,160,2,7.6,6.1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Gremlins,1984,11000000,153083102,106,2,6.6,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
The Terminator,1984,6400000,78371200,108,4,7.9,5.2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Romancing the Stone,1984,10000000,86572238,106,2,7.2,5.1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
The Killing Fields,1984,14400000,34700291,142,4,6.6,5.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
Beverly Hills Cop,1984,14000000,316360478,105,4,6.6,5.3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0
Ghostbusters,1984,30000000,296578797,107,2,6.4,7.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
Body Double,1984,10000000,8801940,114,4,6.7,4.1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Police Academy,1984,4500000,81198894,97,4,6.6,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Sixteen Candles,1984,6500000,23686027,93,2,7.4,4.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Conan the Destroyer,1984,18000000,31042035,103,2,5.6,4.2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
Footloose,1984,8200000,80035402,107,2,6.7,5.3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
A Passage to India,1984,8000000,27201487,163,2,7.3,4.8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
Splash,1984,8000000,69800000,111,2,7,8.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
Starman,1984,22000000,28744356,115,2,6.9,5.6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
The NeverEnding Story,1984,27000000,20158808,102,2,7.1,4.3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
The Cotton Club,1984,58000000,25928721,129,4,6.8,4.9,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
Purple Rain,1984,7200000,68392977,111,4,6.5,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
2010,1984,28000000,40400000,116,2,6.3,5.6,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Repo Man,1984,1500000,2300000,92,4,6.9,4.2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0
Star Trek III: The Search for Spock,1984,18000000,87000000,105,2,6.7,4.4,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
The Natural,1984,28000000,48000000,137,2,6.9,5.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Blood Simple,1984,1500000,4229114,97,4,7.7,7.5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Falling in Love,1984,12000000,11129057,102,3,6.4,11.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Places in the Heart,1984,9500000,34901614,111,2,7.2,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
The Woman in Red,1984,9000000,25300000,87,3,6,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Stop Making Sense,1984,1200000,12471520,88,2,7.3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
This Is Spinal Tap,1984,2500000,4737539,82,4,7.3,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
The Philadelphia Experiment,1984,9000000,8103330,102,2,6.1,3.9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
Children of the Corn,1984,800000,14568989,92,4,5.6,3.9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
The River,1984,18000000,11500000,122,3,6.9,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
The Company of Wolves,1984,2000000,4389334,95,4,6.9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
C.H.U.D.,1984,1250000,3412497,97,4,5.6,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Broadway Danny Rose,1984,8000000,10600497,84,2,7.2,5.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Cannonball Run II,1984,20000000,56278073,108,2,5.6,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
Bolero,1984,7000000,8914881,105,4,3,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
Streets of Fire,1984,14500000,8089290,93,2,6.3,4.2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
A Soldier's Story,1984,6000000,21821347,101,2,7,4.3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Rhinestone,1984,28000000,21435321,111,2,5.2,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Rocky IV,1985,31000000,300473716,91,2,6.7,5.2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Legend,1985,24500000,15502112,94,2,7.1,6.4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
Mad Max Beyond Thunderdome,1985,10000000,36230219,107,3,6.6,4.9,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Rambo: First Blood Part II,1985,44000000,300400432,96,4,6.2,4.6,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
The Color Purple,1985,15000000,146300000,154,3,7.5,5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Brazil,1985,15000000,9900000,143,4,7.1,8,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Lifeforce,1985,25000000,11603545,102,4,6.7,3.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
Witness,1985,12000000,116100000,112,4,7.3,6.3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Police Story,1985,500000,18724000,99,3,6.9,5.2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0
The Goonies,1985,19000000,61389680,114,2,7.1,5.9,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
Back to the Future,1985,19000000,381109762,116,2,7.2,5.1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
A View to a Kill,1985,30000000,152427960,131,2,6.6,4.4,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Enemy Mine,1985,40000000,12300000,108,3,7.1,5.6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
National Lampoon's European Vacation,1985,17000000,49364621,95,3,6.5,3.8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
After Hours,1985,4500000,10609321,97,4,7.6,4.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
Flesh + Blood,1985,6500000,100000,126,4,7.1,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Fright Night,1985,9000000,24922237,107,4,6.8,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Red Sonja,1985,17900000,6948633,89,3,5.6,3.9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
Mishima: A Life in Four Chapters,1985,5000000,502758,121,4,6.6,4.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Pale Rider,1985,6900000,41400000,115,4,7.2,5.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Real Genius,1985,8000000,12952019,106,2,6.9,4.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Out of Africa,1985,31000000,227514205,161,2,6.8,7.3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Ran,1985,11500005,11859533,160,4,8,5.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Runaway Train,1985,9000000,7936012,111,4,7.2,4.4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
Ladyhawke,1985,20000000,18432000,121,3,7.1,5.4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
Silverado,1985,23000000,32192570,133,3,7,6.2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
Young Sherlock Holmes,1985,18000000,63700000,109,3,6.9,4,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Explorers,1985,25000000,9900000,109,2,6.6,6.2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
The Purple Rose of Cairo,1985,15000000,10631333,82,2,7.2,5.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
Mask,1985,7500000,42400000,126,3,6.8,4.8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Cocoon,1985,17500000,85300000,117,3,7,4.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
To Live and Die in L.A.,1985,6000000,17307019,116,4,6.6,6.2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
House,1985,3000000,19444631,92,4,6,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
Desperately Seeking Susan,1985,4500000,27399597,104,3,6.1,4.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Year of the Dragon,1985,24000000,18707466,134,4,7.2,5.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
The Care Bears Movie,1985,2000000,34000000,76,1,5.6,3.6,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
My Beautiful Laundrette,1985,860000,2451545,98,4,7,6.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
Trouble in Mind,1985,3000000,19632,111,4,6.1,4.2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
Kiss of the Spider Woman,1985,1250000,17000000,120,4,7.2,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Godzilla 1985,1985,200000,4116395,87,2,6.1,3.6,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Lost in America,1985,4000000,10179000,91,4,7,4.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
The Karate Kid Part II,1986,13000000,115103979,113,2,7.2,4,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
Platoon,1986,6000000,138530565,120,4,7,6.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
The Mission,1986,24500000,17200000,126,2,6.6,8.3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
Stand by Me,1986,8000000,52300000,89,4,7.3,4.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
The Name of the Rose,1986,18000000,77200000,130,4,7.4,4.8,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Little Shop of Horrors,1986,25000000,53964308,94,3,6.9,4.2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
Blue Velvet,1986,6000000,8636706,120,4,7.4,5,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Top Gun,1986,15000000,356830601,110,2,6.9,7.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
The Fly,1986,15000000,60629159,96,4,6.7,5.7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Crocodile Dundee,1986,5000000,328203506,104,3,6.6,3.6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Ferris Bueller's Day Off,1986,6000000,70100000,103,3,7.4,4.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Star Trek IV: The Voyage Home,1986,21000000,133000000,118,2,6.7,4.4,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Aliens,1986,18500000,183316455,137,4,7.9,6.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
The Great Mouse Detective,1986,14000000,38600000,74,1,7.4,4.1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
The Hitcher,1986,6000000,5844868,98,4,6,5,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Big Trouble in Little China,1986,25000000,11102672,100,3,6.9,4.4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
Howard the Duck,1986,37000000,38000000,110,2,4.7,4.7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
An American Tail,1986,9000000,84542002,80,1,7,4.8,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
Short Circuit,1986,10000000,40697761,98,2,6.7,4,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
Hoosiers,1986,9000000,28600000,114,2,7.4,5.4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Hannah and Her Sisters,1986,6400000,40084041,107,3,7.2,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Poltergeist II: The Other Side,1986,19000000,40996665,91,3,6.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Heartbreak Ridge,1986,15000000,42700000,130,4,7.2,5.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Back to School,1986,11000000,91258000,96,3,6.7,4.3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
Peggy Sue Got Married,1986,18000000,41382841,103,3,6.8,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
At Close Range,1986,6500000,2347000,111,4,5.7,6.8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
The Color of Money,1986,13800000,52293982,119,4,7.6,7.2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Sid and Nancy,1986,4000000,2826523,114,4,6.9,5.5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
From Beyond,1986,4500000,1261000,85,4,6.4,3.8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Legal Eagles,1986,40000000,93151591,116,2,6.4,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
Night of the Creeps,1986,5000000,591366,88,4,6.8,3.7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
Ruthless People,1986,11000000,71600000,93,4,7.3,4.4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
Pirates,1986,40000000,1641825,124,3,7.1,3.7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
Heartburn,1986,15000000,52600000,108,4,6.8,8.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
The Adventures of Milo and Otis,1986,7520000,13299749,76,1,6.9,4.1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
Power,1986,16000000,3800000,111,4,7.1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Rad,1986,3000000,2015882,93,2,5.6,3.9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
